triple,sources,config,manifest,inputs
<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:187"", ""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:219"", ""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:221"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:176"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:177""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/2000/01/rdf-schema#comment> ""Quartz is a silica mineral that consists of crystalline SiO2 and, in Brazilian Pre-Salt carbonate reservoirs, commonly occurs as detrital grains or as diagenetic microcrystalline, prismatic, botryoidal, or macrocrystalline phases that replace carbonate minerals and grains or fill fractures and breccia matrices. It acts as a silica cement sourced internally from hybrid lithologies or externally from basement and arkosic units, and it can strongly modify reservoir quality by occluding or locally preserving pore space during replacement and fracture-related diagenesis.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:176""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/2000/01/rdf-schema#label> ""Quartz""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:176""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#Silica> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:176""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb24dcac097c61e00e846a8b4867c3b3284183d45cb327a53d5142c58ef3cdb584f .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:40""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Quartz> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb296ac7cc05c04f8f15222348f4e1034050abfe6e1d930c881d40bdad6cbed22b8 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:41""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Recrystallization> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:243"", ""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:58"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:54""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Recrystallization> <http://www.w3.org/2000/01/rdf-schema#comment> ""Recrystallization is a diagenetic process that reorganizes pre-existing carbonate minerals into new crystals, commonly coarser calcite, thereby modifying the matrix, cement, or bioclast fabric of the rock. In Brazilian Pre-Salt carbonates, it commonly affects shells, micritic matrix, and calcite cements, and may either create intercrystalline or intraelement porosity or, when intense, obliterate the original depositional fabric and alter reservoir quality.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:54""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Recrystallization> <http://www.w3.org/2000/01/rdf-schema#label> ""Recrystallization""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:54""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Recrystallization> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#DiageneticProcess> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:54""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Recrystallization> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb26b88a1b383b79d0c626fb7d544c70fba9aa3a3ad42366344177c31ce1c230c57 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:69""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RegionalSeal> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:22""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#RegionalSeal> <http://www.w3.org/2000/01/rdf-schema#comment> ""Regional seal is a basin-scale sealing unit that laterally extends over reservoir rocks and prevents the upward migration and leakage of hydrocarbons. In the Brazilian Pre-Salt, the regional seal is formed mainly by the evaporites of the Ariri Formation, especially halite and anhydrite, which overlie the Barra Velha and related reservoirs and provide an effective seal despite large thickness variations.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:22""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#RegionalSeal> <http://www.w3.org/2000/01/rdf-schema#label> ""Regional Seal""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:22""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RegionalSeal> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#Seal> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:22""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RegionalSeal> <http://www.w3.org/2002/07/owl#equivalentClass> _:cb137209e4c26f3dd16943e6993c2549f159f83d9c64b1251001c85d582c88a4512 .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:5""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Regionalsealrole> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:192""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Regionalsealrole> <http://www.w3.org/2000/01/rdf-schema#comment> ""A role that is borne by a basin-scale body of rock that laterally extends over reservoir rocks and prevents upward migration and leakage of hydrocarbons.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:192""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Regionalsealrole> <http://www.w3.org/2000/01/rdf-schema#label> ""RegionalSealRole""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:192""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Regionalsealrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000023> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:192""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Regionalsealrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb2267e71fb5a1d479c63b092aff1edadc55f52cefefdc5d2b366dbb3cd4ceda100 .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Replacement> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:40"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:51"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:52"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:53""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Replacement> <http://www.w3.org/2000/01/rdf-schema#comment> ""Replacement is a diagenetic process that substitutes a pre-existing mineral or sedimentary component with a new mineral in situ, commonly through coupled dissolution and precipitation and often with preservation of the original texture or morphology. In the Brazilian Pre-Salt lacustrine carbonates, replacement commonly affects spherulites, stevensitic clays, fine grains, and growth-framework elements by silica, dolomite, or calcite, and it can create microporosity or vugular porosity while strongly modifying reservoir quality.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:51""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Replacement> <http://www.w3.org/2000/01/rdf-schema#label> ""Replacement""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:51""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Replacement> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#DiageneticProcess> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:51""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Replacement> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb33b4ff0e6350c3d39e1dfddd9409ae28e49c3f3c5b04642c26a51887b684a0537 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:165""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/2000/01/rdf-schema#comment> ""Reservoir architecture is a geological framework that describes the three-dimensional arrangement and connectivity of reservoir facies, stratigraphic surfaces, faults, and nonmatrix permeability features that control compartmentalization and fluid flow. In the Brazilian Pre-Salt, it is commonly analyzed at the scale of third-order sequences and is strongly influenced by depocenter geometry, facies distribution, fault juxtaposition against salt, and excess-permeability elements such as vugs, caves, fractures, and fault damage zones.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/2000/01/rdf-schema#label> ""Reservoir Architecture""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb2deb62387303a20f1eae70d8be2353b135d17769bef89c1b5f592bf65e9bf3620 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:227""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirArchitecture> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb3056b16dd895322a15af89968bc7abfd20334895d60c2b8c01d2b76c96416e184 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:226""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirFacies> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:226"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:15""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirFacies> <http://www.w3.org/2000/01/rdf-schema#comment> ""Reservoir facies is a depositional or diagenetic facies that has pore-system architecture and petrophysical properties favorable for hydrocarbon storage and flow. In the Brazilian Pre-Salt, the best reservoir facies commonly include stromatolites, grainstones, and shrub- or spherulite-rich facies, where connected primary porosity may be further enhanced by dissolution and fractures. Distinguishing reservoir facies from tighter muddy, bench-interior, or profundal facies is fundamental for predicting porosity-permeability distribution and production behavior.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:15""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirFacies> <http://www.w3.org/2000/01/rdf-schema#label> ""Reservoir Facies""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:15""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirFacies> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000028> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:15""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirFacies> <http://www.w3.org/2002/07/owl#equivalentClass> _:cb8f37468cc3c31204042ce3019d16cf35bac216b13049f925b02311289f9285af .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:2""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirHeterogeneity> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:161""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirHeterogeneity> <http://www.w3.org/2000/01/rdf-schema#comment> ""Reservoir heterogeneity is a reservoir characteristic that consists of spatial variations in facies and petrophysical properties, especially porosity and permeability, which create vertical and lateral contrasts in fluid flow behavior. In Brazilian pre-salt carbonates, it is mainly generated by depositional cyclicity and facies stacking, structural features such as faults, and diagenetic modification including dissolution, silicification, and dolomitization. These contrasts can produce flow barriers or baffles, reduce hydrocarbon displacement efficiency, and locally compartmentalize pressure and fluids.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:161""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirHeterogeneity> <http://www.w3.org/2000/01/rdf-schema#label> ""Reservoir Heterogeneity""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:161""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirHeterogeneity> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000019> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:161""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirHeterogeneity> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb204c8f3533a42a18964fc3c59cf612e05699574e0e3c713782350e1513adfdb9b .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:19"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:134""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
